kpathid	Pathway	extid	source	size	tag1	tag2	tag3	tag4	tag5	tag6	tag7
kp5374	Prostacyclin Signaling through Prostacyclin Receptor	R-HSA-392851	Reactome	19	Signal Transduction	GPCR Signaling	Homeostasis	NA	NA	NA	NA
kp5417	Purinergic Nucleotide-like Receptors	R-HSA-418038	Reactome	19	Signal Transduction	GPCR Signaling	NA	NA	NA	NA	NA
kp5490	Na+/Cl- dependent Neurotransmitter Transporters	R-HSA-442660	Reactome	19	Transport	NA	NA	NA	NA	NA	NA
kp1041	One Carbon Pool by Folate	path:hsa00670	KEGG	20	Metabolism	NA	NA	NA	NA	NA	NA
kp1056	Steroid Biosynthesis [KEGG]	path:hsa00100	KEGG	20	Metabolism	Lipid Metabolism	NA	NA	NA	NA	NA
kp1293	Mitochondrial Electron Transport Chain	SMP00355	SMPDB	20	Energy Metabolism	Mitochondria	NA	NA	NA	NA	NA
kp1312	Methionine Metabolism	SMP00033	SMPDB	20	Metabolism	Amino-acid Metabolism	NA	NA	NA	NA	NA
kp1567	Coagulation 	SMP00586	SMPDB	20	Homeostasis	Platelet	NA	NA	NA	NA	NA
kp1948	Nano-material induced Apoptosis	WP2507	WikiPathway	20	Apoptosis	Cell Death	NA	NA	NA	NA	NA
kp1968	Angiogenesis	WP1539	WikiPathway	20	Homeostasis	Angiogenesis	Hypoxia	NA	NA	NA	NA
kp2193	Cannabinoid Receptor Signaling	WP3869	WikiPathway	20	Signal Transduction	NA	NA	NA	NA	NA	NA
kp2221	BMP Signaling in Eyelid Development	WP3927	WikiPathway	20	Developmental Biology	Signal Transduction	BMP	NA	NA	NA	NA
kp2430	Regucalcin (RGN) in Proximal Tubule Epithelial Kidney Cells	WP4838	WikiPathway	20	Developmental Biology	Physiology	NA	NA	NA	NA	NA
kp2496	Hypertrophy Model	WP516	WikiPathway	20	Physiology	Muscle	NA	NA	NA	NA	NA
kp2541	Serotonin Receptor 2 and ELK/SRF/GATA4 Signaling	WP732	WikiPathway	20	Signal Transduction	Neuronal System	NA	NA	NA	NA	NA
kp2548	3-Phosphoinositide Degradation	PWY-6368	HumanCyc	20	Metabolism	Lipid Metabolism	Phospholipid Metabolism	NA	NA	NA	NA
kp2630	Receptor-type Tyrosine Protein Phosphatases	R-HSA-388844	Reactome	20	Neuronal System	Chemical Synapses	NA	NA	NA	NA	NA
kp2725	Cellular Hexose Transport	R-HSA-189200	Reactome	20	Transport	NA	NA	NA	NA	NA	NA
kp3000	Blood Group Systems Biosynthesis	R-HSA-9033658	Reactome	20	Metabolism	Carbohydrate Metabolism	NA	NA	NA	NA	NA
kp3007	PPAR-alpha mediated Lipid Metabolism Regulation	R-HSA-400206	Reactome	20	Metabolism	Lipid Metabolism	Cellular Responses to Stress	PPAR	NA	NA	NA
kp3120	Sumoylation of Transcription Factors	R-HSA-3232118	Reactome	20	Protein Metabolism	Protein Modification	Sumoylation	Transcription Factors	NA	NA	NA
kp3696	ARF1 Pathway	arf_3pathway	PID	20	Transport	NA	NA	NA	NA	NA	NA
kp3751	Lagging Strand Synthesis	R-HSA-69186	Reactome	20	Cell Cycle	DNA Replication	DNA Repair	NA	NA	NA	NA
kp3867	TGF-beta Signaling via TAK1 Pathway	None	INOH	20	Signal Transduction	TGF-beta	MAP Kinases	NA	NA	NA	NA
kp3900	Hedgehog Ligand Biogenesis	R-HSA-5358346	Reactome	20	Signal Transduction	Hedgehog	NA	NA	NA	NA	NA
kp4136	FAS (CD95) Signaling [BioCarta]	faspathway	BioCarta	20	Apoptosis	Cell Death	NA	NA	NA	NA	NA
kp4323	S1P1 Pathway	s1p_s1p1_pathway	PID	20	Signal Transduction	Lipid Metabolism	Sphingolipid Metabolism	NA	NA	NA	NA
kp4341	Cytoplasmic and Nuclear SMAD2/SMAD3 Signaling Regulation	smad2_3pathway	PID	20	Transcriptional Regulation	Transcription Factors	SMAD	NA	NA	NA	NA
kp4357	Canonical WNT Signaling [PID]	wnt_canonical_pathway	PID	20	Signal Transduction	WNT	beta-Catenin	NA	NA	NA	NA
kp4545	RAS Signaling [BioCarta]	raspathway	BioCarta	20	Signal Transduction	RAS Signaling	NA	NA	NA	NA	NA
kp4657	Cell Recruitment in Pro-Inflammatory Response	R-HSA-9664424	Reactome	20	Immune System	Inflammation	NA	NA	NA	NA	NA
kp4695	Hippo Signaling	R-HSA-2028269	Reactome	20	Signal Transduction	Hippo	NA	NA	NA	NA	NA
kp4719	Sprouty Regulation of Tyrosine Kinase Signals	sprypathway	BioCarta	20	Signal Transduction	EGF & EGFR	NA	NA	NA	NA	NA
kp4733	Syndecan Interactions	R-HSA-3000170	Reactome	20	ExtraCellular Matrix	NA	NA	NA	NA	NA	NA
kp4750	NTRK2 (TRKB) Signaling	R-HSA-9006115	Reactome	20	Signal Transduction	RTK Signaling	Neurotrophin	NA	NA	NA	NA
kp4815	Translocation of ZAP-70 to Immunological Synapse	R-HSA-202430	Reactome	20	Immune System	Adaptive Immune System	T-cell	NA	NA	NA	NA
kp4818	Co-Stimulatory Signal during T-cell Activation	ctla4pathway	BioCarta	20	Signal Transduction	Immune System	Adaptive Immune System	T-cell	NA	NA	NA
kp4883	Lissencephaly gene (LIS1) in Neuronal Migration and Development [BioCarta]	lis1pathway	BioCarta	20	Neuronal System	Cell Shape & Motility	NA	NA	NA	NA	NA
kp4973	TGF-beta Signaling [BioCarta]	tgfbpathway	BioCarta	20	Signal Transduction	TGF-beta	NA	NA	NA	NA	NA
kp5124	TAK1 mediated JNK Phosphorylation and Activation	R-HSA-450321	Reactome	20	Immune System	Innate Immune System	Cytokines	Toll-like Receptors	NA	NA	NA
kp5309	Protein Methylation	R-HSA-8876725	Reactome	20	Protein Metabolism	Protein Modification	NA	NA	NA	NA	NA
kp5354	Mitochondrial Calcium Ion Transport	R-HSA-8949215	Reactome	20	Transport	Mitochondria	NA	NA	NA	NA	NA
kp5408	Class I Peroxisomal Membrane Protein Import	R-HSA-9603798	Reactome	20	Transport	Cell Organelles & Functions	NA	NA	NA	NA	NA
kp1035	Pantothenate and CoA Biosynthesis	path:hsa00770	KEGG	21	Metabolism	NA	NA	NA	NA	NA	NA
kp1976	Nicotine Activity on Dopaminergic Neurons	WP1602	WikiPathway	21	Neuronal System	Chemical Synapses	NA	NA	NA	NA	NA
kp2140	Methionine De Novo and Salvage Pathway	WP3580	WikiPathway	21	Metabolism	Amino-acid Metabolism	NA	NA	NA	NA	NA
kp2195	Parathyroid Hormone-related Protein mediated Apoptosis Regulation	WP3872	WikiPathway	21	Apoptosis	Hormone Metabolism & Fucntions	NA	NA	NA	NA	NA
kp2475	Galanin Receptor Pathway	WP4970	WikiPathway	21	Signal Transduction	NA	NA	NA	NA	NA	NA
kp2609	BMP Signaling [HumanCyc]	PWY66-11	HumanCyc	21	Developmental Biology	Differentiation	Homeostasis	Bone	BMP	NA	NA
kp2711	IFN-alpha Signaling	None	INOH	21	Signal Transduction	Immune System	Inflammation	Interferons	Cytokines	JAK/STAT	NA
kp2905	MAPKAP Kinases mediated p38 MAPK Signaling	p38_mk2pathway	PID	21	Signal Transduction	NA	NA	NA	NA	NA	NA
kp3181	Fructose and Mannose Metabolism [EHMN]	Fructose and mannose metabolism	EHMN	21	Metabolism	Carbohydrate Metabolism	NA	NA	NA	NA	NA
kp3182	Branched-chain Amino-acid Catabolism	R-HSA-70895	Reactome	21	Metabolism	Amino-acid Metabolism	NA	NA	NA	NA	NA
kp3202	Glycosphingolipid Biosynthesis - Ganglio series [EHMN]	Glycosphingolipid biosynthesis - ganglioseries	EHMN	21	Metabolism	Lipid Metabolism	Sphingolipid Metabolism	NA	NA	NA	NA
kp3210	Mono-unsaturated Fatty-acid beta-Oxidation	Mono-unsaturated fatty acid beta-oxidation	EHMN	21	Metabolism	Lipid Metabolism	Fatty-acid	NA	NA	NA	NA
kp3271	Leukotrienes (LT) and Eoxins (EX) Synthesis	R-HSA-2142691	Reactome	21	Metabolism	Lipid Metabolism	NA	NA	NA	NA	NA
kp3283	Cell Cycle G1/S DNA Damage Checkpoints	R-HSA-69615	Reactome	21	Cell Cycle	NA	NA	NA	NA	NA	NA
kp3532	Nerve Growth Factor (NGF) Signaling [INOH]	None	INOH	21	Signal Transduction	NGF	Growth Factor	Neuronal System	Developmental Biology	NA	NA
kp3682	Pyrimidine Deoxyribonucleotides de novo Biosynthesis	PWY-7211	HumanCyc	21	Nucleotide Metabolism	Pyrimidine	NA	NA	NA	NA	NA
kp4095	Xenobiotics	R-HSA-211981	Reactome	21	Metabolism	NA	NA	NA	NA	NA	NA
kp4157	Hypoxia and TP53 in Cardiovascular System	p53hypoxiapathway	BioCarta	21	Angiogenesis	Blood Vessels	TP53	Hypoxia	NA	NA	NA
kp4320	Other Interleukin Signaling	R-HSA-449836	Reactome	21	Signal Transduction	Immune System	Inflammation	Interleukins	Cytokines	NA	NA
kp4418	Sphingosine 1-phosphate (S1P) Signaling	s1p_meta_pathway	PID	21	Signal Transduction	Sphingolipid Metabolism	NA	NA	NA	NA	NA
kp4636	Regulation of PPARGC1A (PGC-1 alpha)	pgc1apathway	BioCarta	21	Signal Transduction	NA	NA	NA	NA	NA	NA
kp4643	NF-kB Signaling [BioCarta]	nfkbpathway	BioCarta	21	Signal Transduction	Immune System	NF-kB	NA	NA	NA	NA
kp4727	CDP-Diacylglycerol (CDP-DAG) Biosynthesis	PWY-5667	HumanCyc	21	Metabolism	Lipid Metabolism	NA	NA	NA	NA	NA
kp4751	PCNA dependent Long Patch Base Excision Repair	R-HSA-5651801	Reactome	21	DNA Repair	NA	NA	NA	NA	NA	NA
kp4857	Cell Cycle G2/M Check point [BioCarta]	g2pathway	BioCarta	21	Cell Cycle	NA	NA	NA	NA	NA	NA
kp4864	IGF1 Signaling [BioCarta]	igf1pathway	BioCarta	21	Signal Transduction	Insulin	NA	NA	NA	NA	NA
kp4958	PKC mediated Phosphorylation of Inhibitory Phosphoprotein of Myosin Phosphatase	myosinpathway	BioCarta	21	Signal Transduction	NA	NA	NA	NA	NA	NA
kp4970	E-Cadherin Signaling in Keratinocytes	ecadherin_keratinocyte_pathway	PID	21	Signal Transduction	NA	NA	NA	NA	NA	NA
kp4981	Co-Factors Metabolism	R-HSA-8978934	Reactome	21	Metabolism	Vitamin	NA	NA	NA	NA	NA
kp4999	Phosphoinositides and Downstream Targets	ptdinspathway	BioCarta	21	Signal Transduction	Transcriptional Regulation	NA	NA	NA	NA	NA
kp5060	Regulation of FZD by Ubiquitination	R-HSA-4641263	Reactome	21	Signal Transduction	WNT	NA	NA	NA	NA	NA
kp5091	CTLA4 Inhibitory Signaling	R-HSA-389513	Reactome	21	Signal Transduction	Immune System	Cancers	T-cell	NA	NA	NA
kp5121	CD28 dependent PI3K/AKT Signaling	R-HSA-389357	Reactome	21	Signal Transduction	Immune System	Adaptive Immune System	NA	NA	NA	NA
kp5189	ERK/MAPK Targets	R-HSA-198753	Reactome	21	Signal Transduction	Immune System	MAP Kinases	NA	NA	NA	NA
kp5313	Canonical Retinoid Cycle in Rods (Twilight Vision)	R-HSA-2453902	Reactome	21	Physiology	Vision	NA	NA	NA	NA	NA
kp5568	Synaptic Ahesion-like Molecules	R-HSA-8849932	Reactome	21	Neuronal System	Chemical Synapses	NA	NA	NA	NA	NA
kp1054	Histidine Metabolism [KEGG]	path:hsa00340	KEGG	22	Metabolism	Amino-acid Metabolism	NA	NA	NA	NA	NA
kp1125	Terpenoid Backbone Biosynthesis	path:hsa00900	KEGG	22	Metabolism	NA	NA	NA	NA	NA	NA
kp1192	Arginine Biosynthesis	path:hsa00220	KEGG	22	Metabolism	Amino-acid Metabolism	NA	NA	NA	NA	NA
kp1307	Sphingolipid Metabolism [SMPDB]	SMP00034	SMPDB	22	Metabolism	Lipid Metabolism	Sphingolipid Metabolism	NA	NA	NA	NA
kp1517	Gluconeogenesis [SMPDB]	SMP00128	SMPDB	22	Metabolism	Carbohydrate Metabolism	NA	NA	NA	NA	NA
kp1627	Inositol Metabolism	SMP00011	SMPDB	22	Metabolism	Lipid Metabolism	NA	NA	NA	NA	NA
kp1845	Steroid Biosynthesis [SMPDB]	SMP00023	SMPDB	22	Metabolism	Lipid Metabolism	NA	NA	NA	NA	NA
kp1987	Nano-particle Triggered Autophagic Cell Death	WP2509	WikiPathway	22	Cell Death	Autophagy	NA	NA	NA	NA	NA
kp2107	miRNA Targets in ECM and Membrane Receptors	WP2911	WikiPathway	22	ExtraCellular Matrix	microRNA	NA	NA	NA	NA	NA
kp2139	Fatty-acid Biosynthesis [WikiPathway]	WP357	WikiPathway	22	Metabolism	Lipid Metabolism	Fatty-acid	NA	NA	NA	NA
kp2146	Transcription Factor Regulation in Adipogenesis	WP3599	WikiPathway	22	Developmental Biology	Differentiation	Lipid Metabolism	Transcriptional Regulation	NA	NA	NA
kp2159	NAD Biosynthesis	WP3645	WikiPathway	22	Metabolism	Energy Metabolism	NA	NA	NA	NA	NA
kp2253	PI3K/AKT/mTOR/Vitamin D3 Signaling	WP4141	WikiPathway	22	Signal Transduction	PI3K	AKT	mTOR	Vitamin	NA	NA
kp2268	Immune response to tuberculosis	WP4197	WikiPathway	22	Immune System	Innate Immune System	Cytokines	Infections	NA	NA	NA
kp2391	Glycerolipids and Glycerophospholipids	WP4722	WikiPathway	22	Metabolism	Lipid Metabolism	NA	NA	NA	NA	NA
kp2444	Nsp9/Nsp10 Complex mediated SARS-CoV 2 Pathogenesis	WP4884	WikiPathway	22	Immune System	Infections	NA	NA	NA	NA	NA
kp2459	Unfolded Protein Response [WikiPathway]	WP4925	WikiPathway	22	Protein Metabolism	NA	NA	NA	NA	NA	NA
kp2483	NAD Metabolism in Senescence	WP5046	WikiPathway	22	Metabolism	Energy Metabolism	Cell Aging	Senescence	NA	NA	NA
kp2639	Lysine Degradation [INOH]	None	INOH	22	Metabolism	Amino-acid Metabolism	NA	NA	NA	NA	NA
kp3175	Tryptophan Metabolism [EHMN]	Tryptophan metabolism	EHMN	22	Metabolism	Amino-acid Metabolism	NA	NA	NA	NA	NA
kp3320	Retinoic-acid (RA) Biosynthesis Pathway	R-HSA-5365859	Reactome	22	Metabolism	Retinoic-acid	Signal Transduction	Nuclear Receptors	NA	NA	NA
kp3391	Acyl Chain Remodelling of Phosphatidylserine (PL)	R-HSA-1482801	Reactome	22	Metabolism	Lipid Metabolism	Phospholipid Metabolism	NA	NA	NA	NA
kp3507	PDGFR-alpha Signaling [PID]	pdgfrapathway	PID	22	Signal Transduction	RTK Signaling	NA	NA	NA	NA	NA
kp3800	L1 Signaling	R-HSA-445144	Reactome	22	Developmental Biology	Neuronal System	Signal Transduction	NA	NA	NA	NA
kp3863	Glutathione mediated Detoxification	PWY-4061	HumanCyc	22	Metabolism	Cellular Responses to Stimulus	NA	NA	NA	NA	NA
kp4125	IL-6 family Signaling	R-HSA-6783589	Reactome	22	Signal Transduction	Immune System	Inflammation	Interleukins	Cytokines	NA	NA
kp4471	Cellular Roles of Anthrax Toxin	anthraxpathway	PID	22	Cellular Responses to Stimulus	NA	NA	NA	NA	NA	NA
kp4686	Cardiac Conduction Phase 0 - Rapid Depolarisation	R-HSA-5576892	Reactome	22	Physiology	Cardiac System	NA	NA	NA	NA	NA
kp4781	ERK1/ERK2 MAPK Signaling	erkpathway	BioCarta	22	Signal Transduction	RTK Signaling	MAP Kinases	NA	NA	NA	NA
kp4938	Cystic Fibrosis Transmembrane Conductance Regulator (CFTR) and beta2 Adrenergic Receptor Pathway	cftrpathway	BioCarta	22	Signal Transduction	GPCR Signaling	cAMP	NA	NA	NA	NA
kp4998	RAS independent Signaling in NK Cel mediated Cytotoxicity	nkcellspathway	BioCarta	22	Immune System	Innate Immune System	NA	NA	NA	NA	NA
kp5114	TAK1 Activates NFkB by Phosphorylation and Activation of IKKs Complex	R-HSA-445989	Reactome	22	Immune System	Innate Immune System	Toll-like Receptors	NA	NA	NA	NA
kp5303	Nitric Oxide Stimulates Guanylate-cyclase	R-HSA-392154	Reactome	22	Homeostasis	Platelet	NA	NA	NA	NA	NA
kp5439	Post-Chaperonin Tubulin Folding Pathway	R-HSA-389977	Reactome	22	Protein Metabolism	NA	NA	NA	NA	NA	NA
kp5441	Insertion of Tail-anchored Proteins into ER Membrane	R-HSA-9609523	Reactome	22	Protein Metabolism	NA	NA	NA	NA	NA	NA
kp0331	MHC-I Antigen Presentation	R-HSA-983170	Reactome	23	Immune System	Adaptive Immune System	MHC Class	NA	NA	NA	NA
kp0893	Renin/Angiotensin System	path:hsa04614	KEGG	23	Physiology	NA	NA	NA	NA	NA	NA
kp0908	Protein Export	path:hsa03060	KEGG	23	Protein Metabolism	NA	NA	NA	NA	NA	NA
kp1058	Mannose-type O-Glycan Biosynthesis	path:hsa00515	KEGG	23	Metabolism	Carbohydrate Metabolism	Protein Metabolism	Protein Modification	Glycosylation	NA	NA
kp1093	Proximal Tubule Bicarbonate Reclamation	path:hsa04964	KEGG	23	Metabolism	NA	NA	NA	NA	NA	NA
kp1094	Mismatch Repair	path:hsa03430	KEGG	23	DNA Repair	NA	NA	NA	NA	NA	NA
kp1342	Pyrimidine Metabolism [SMPDB]	SMP00046	SMPDB	23	Nucleotide Metabolism	Pyrimidine	NA	NA	NA	NA	NA
kp1376	Phosphatidylinositol Phosphate Metabolism [SMPDB]	SMP00463	SMPDB	23	Metabolism	Lipid Metabolism	Phospholipid Metabolism	NA	NA	NA	NA
kp1886	Glutamate Metabolism	SMP00072	SMPDB	23	Metabolism	Amino-acid Metabolism	NA	NA	NA	NA	NA
kp1931	Eicosanoid Synthesis	WP167	WikiPathway	23	Metabolism	Lipid Metabolism	NA	NA	NA	NA	NA
kp2070	Blood Clotting Cascade	WP272	WikiPathway	23	Homeostasis	Platelet	NA	NA	NA	NA	NA
kp2130	Secretin-like Receptors (GPCR Class B)	WP334	WikiPathway	23	Signal Transduction	GPCR Signaling	NA	NA	NA	NA	NA
kp2148	Photodynamic Therapy induced NFE2L2 (NRF2) Survival Signaling	WP3612	WikiPathway	23	Physiology	Apoptosis	Cellular Responses to Stimulus	NA	NA	NA	NA
kp2315	NRF2 mediated Antioxidant Response Element (ARE) Regulation	WP4357	WikiPathway	23	Cellular Responses to Stimulus	Transcriptional Regulation	NA	NA	NA	NA	NA
kp2348	Hippo-YAP Signaling	WP4537	WikiPathway	23	Signal Transduction	Hippo	NA	NA	NA	NA	NA
kp2429	GDNF-RET Signaling Axis	WP4830	WikiPathway	23	Developmental Biology	NA	NA	NA	NA	NA	NA
kp2502	DNA Mismatch Repair	WP531	WikiPathway	23	DNA Repair	NA	NA	NA	NA	NA	NA
kp2538	Estrogen Signaling [WikiPathway]	WP712	WikiPathway	23	Signal Transduction	Hormone Metabolism & Fucntions	Nuclear Receptors	Estrogen	NA	NA	NA
kp2763	Nicotinate and Nicotinamide Metabolism [INOH]	None	INOH	23	Metabolism	NA	NA	NA	NA	NA	NA
kp2961	Prostaglandin Leukotriene Metabolism	None	INOH	23	Metabolism	Lipid Metabolism	NA	NA	NA	NA	NA
kp3272	Cellular Response to Hypoxia	R-HSA-1234174	Reactome	23	Cellular Responses to Stress	Hypoxia	NA	NA	NA	NA	NA
kp3489	Toll-like Receptor (TLR)/ECSIT/MEKK1/p38 Pathway	None	INOH	23	Immune System	Innate Immune System	Toll-like Receptors	NA	NA	NA	NA
kp3527	IL-11 Signaling [NetPath]	Pathway_IL11	NetPath	23	Signal Transduction	Immune System	Inflammation	Interleukins	Cytokines	NA	NA
kp3712	Nephrin family Interactions	R-HSA-373753	Reactome	23	Cell Adhesion	NA	NA	NA	NA	NA	NA
kp3728	Butanoate Metabolism (EHMN)	Butanoate metabolism	EHMN	23	Metabolism	NA	NA	NA	NA	NA	NA
kp3857	GAPs mediated RAS Regulation	R-HSA-5658442	Reactome	23	Signal Transduction	NA	NA	NA	NA	NA	NA
kp4099	RAS Processing	R-HSA-9648002	Reactome	23	Signal Transduction	MAP Kinases	RAS Signaling	NA	NA	NA	NA
kp4227	RANKL Pathway	Pathway_RANKL	NetPath	23	Immune System	Innate Immune System	Bone	NA	NA	NA	NA
kp4268	Canonical NFkB Pathway	nfkappabcanonicalpathway	PID	23	Immune System	NF-kB	NA	NA	NA	NA	NA
kp4390	Visual Signal Transduction - Cones	cone_pathway	PID	23	Physiology	Vision	NA	NA	NA	NA	NA
kp4417	Hedgehog family mediated Signaling	hedgehog_2pathway	PID	23	Signal Transduction	Hedgehog	NA	NA	NA	NA	NA
kp4470	PRL mediated Signaling	prlsignalingeventspathway	PID	23	Signal Transduction	Hormone Metabolism & Fucntions	NA	NA	NA	NA	NA
kp4547	Uptake and Actions of Bacterial Toxins	R-HSA-5339562	Reactome	23	Immune System	NA	NA	NA	NA	NA	NA
kp4620	CCR3 Signaling in Eosinophils	ccr3pathway	BioCarta	23	Signal Transduction	NA	NA	NA	NA	NA	NA
kp4659	Eicosanoid Metabolism	eicosanoidpathway	BioCarta	23	Metabolism	NA	NA	NA	NA	NA	NA
kp4672	Laminin Interactions	R-HSA-3000157	Reactome	23	ExtraCellular Matrix	NA	NA	NA	NA	NA	NA
kp4677	Nucleotide Salvage	R-HSA-8956321	Reactome	23	Nucleotide Metabolism	NA	NA	NA	NA	NA	NA
kp4681	Cyclins and Cell Cycle Regulation	cellcyclepathway	BioCarta	23	Cell Cycle	NA	NA	NA	NA	NA	NA
kp4684	Growth Hormone Signaling	ghpathway	BioCarta	23	Signal Transduction	Hormone Metabolism & Fucntions	NA	NA	NA	NA	NA
kp4763	CSF3 (G-CSF) Signaling	R-HSA-9674555	Reactome	23	Immune System	Interleukins	Cytokines	NA	NA	NA	NA
kp4773	Intrinsic Prothrombin Activation Pathway	intrinsicpathway	BioCarta	23	Homeostasis	Platelet	NA	NA	NA	NA	NA
kp4778	Adrenaline, Noradrenaline mediated Inhibition of Insulin Secretion	R-HSA-400042	Reactome	23	Signal Transduction	Energy Metabolism	GPCR Signaling	Insulin	NA	NA	NA
kp4786	Phosphorylation of CD3 and T-cell Receptor zeta-Chains	R-HSA-202427	Reactome	23	Immune System	Adaptive Immune System	T-cell	NA	NA	NA	NA
kp4871	Tumor Suppressor ARF Inhibits Ribosomal Biogenesis	arfpathway	BioCarta	23	Translation	Cancers	NA	NA	NA	NA	NA
kp4945	Induction of Apoptosis through DR3 and DR4/5 Death Receptors	deathpathway	BioCarta	23	Apoptosis	Cell Death	NA	NA	NA	NA	NA
kp4948	Regulation of BAD Phosphorylation	badpathway	BioCarta	23	Signal Transduction	Protein Modification	Apoptosis	NA	NA	NA	NA
kp4961	TNF/Stress related Signaling	stresspathway	BioCarta	23	Immune System	Signal Transduction	TNF	NA	NA	NA	NA
kp4987	Progesterone mediated Initiation of the Oocyte Maturation	mprpathway	BioCarta	23	Hormone Metabolism & Fucntions	Physiology	NA	NA	NA	NA	NA
kp5324	RHO GTPases mediate p21-activated Kinases (PAKs) Activation	R-HSA-5627123	Reactome	23	Signal Transduction	Small GTPases	NA	NA	NA	NA	NA
kp5508	CTCF Multivalent Nuclear Factor	ctcfpathway	BioCarta	23	Signal Transduction	NA	NA	NA	NA	NA	NA
kp5556	Histidine Degradation	None	INOH	23	Metabolism	Amino-acid Metabolism	NA	NA	NA	NA	NA
kp1130	Vitamin Digestion and Absorption	path:hsa04977	KEGG	24	Physiology	Metabolism	NA	NA	NA	NA	NA
kp1244	Glycosaminoglycan Biosynthesis - Heparan Sulfate/Heparin	path:hsa00534	KEGG	24	Metabolism	Carbohydrate Metabolism	NA	NA	NA	NA	NA
kp1964	Physiological and Pathological Hypertrophy of Heart	WP1528	WikiPathway	24	Physiology	Cardiac System	NA	NA	NA	NA	NA
kp2090	IL-1 and Megakaryocytes in Obesity	WP2865	WikiPathway	24	Cellular Responses to Stress	Physiology	Metabolism	Interleukins	Cytokines	NA	NA
kp2119	Triacylglyceride Synthesis	WP325	WikiPathway	24	Metabolism	Lipid Metabolism	NA	NA	NA	NA	NA
kp2262	GABA Receptor Signaling	WP4159	WikiPathway	24	Signal Transduction	Neuronal System	Chemical Synapses	GABA	NA	NA	NA
kp2571	Miscellaneous Transport and Binding Events	R-HSA-5223345	Reactome	24	Transport	NA	NA	NA	NA	NA	NA
kp2606	Thromboxane (TXA2) Signaling through Thromboxane Receptor (TP)	R-HSA-428930	Reactome	24	Homeostasis	Signal Transduction	GPCR Signaling	Platelet	NA	NA	NA
kp2710	Methionine and Cysteine Metabolism [INOH]	None	INOH	24	Metabolism	Amino-acid Metabolism	NA	NA	NA	NA	NA
kp2742	RHO GTPases mediate NADPH Oxidases Activation	R-HSA-5668599	Reactome	24	Signal Transduction	Small GTPases	NA	NA	NA	NA	NA
kp3016	snRNP Assembly	R-HSA-191859	Reactome	24	RNA Metabolism	NA	NA	NA	NA	NA	NA
kp3323	FAS (CD95) Signaling [INOH]	None	INOH	24	Apoptosis	Cell Death	NA	NA	NA	NA	NA
kp3423	Glycogen Metabolism	R-HSA-8982491	Reactome	24	Metabolism	Carbohydrate Metabolism	Energy Metabolism	NA	NA	NA	NA
kp3586	Calnexin/Calreticulin Cycle	R-HSA-901042	Reactome	24	Protein Metabolism	Protein Modification	Glycosylation	NA	NA	NA	NA
kp3743	RIP1 mediated IKK Complex Recruitment	R-HSA-937041	Reactome	24	Immune System	Innate Immune System	Toll-like Receptors	NA	NA	NA	NA
kp3927	Nicotinate Metabolism	R-HSA-196807	Reactome	24	Metabolism	Vitamin	NA	NA	NA	NA	NA
kp4158	ADP Signaling through P2Y Purinoceptor	R-HSA-418592	Reactome	24	Signal Transduction	Homeostasis	Platelet	NA	NA	NA	NA
kp4163	Phospholipids in Phagocytosis	R-HSA-2029485	Reactome	24	Immune System	Innate Immune System	Phagocytosis	Fc Receptors	NA	NA	NA
kp4187	Segmentation Clock	hespathway	BioCarta	24	Signal Transduction	NA	NA	NA	NA	NA	NA
kp4315	Visual Signal Transduction - Rods	rhodopsin_pathway	PID	24	Physiology	Vision	NA	NA	NA	NA	NA
kp4410	Ephrin B Reverse Signaling	ephrinbrevpathway	PID	24	Developmental Biology	NA	NA	NA	NA	NA	NA
kp4443	Pentose Phosphate Pathway [INOH]	None	INOH	24	Metabolism	Carbohydrate Metabolism	NA	NA	NA	NA	NA
kp4454	PLXND1 (Plexin-D1) Signaling	plexind1_pathway	PID	24	Signal Transduction	Cell Adhesion	ExtraCellular Matrix	NA	NA	NA	NA
kp4564	G-protein Activation	R-HSA-202040	Reactome	24	Signal Transduction	Small GTPases	NA	NA	NA	NA	NA
